,bucket,config,output,domain,horizion,prefix,timestep,ensemble,source,version,startDate,endDate,http_pattern
80,medium_range_mem3,medium_range,channel_rt,conus,204,f,1,3,gcp,2.2,6/19/19,..,"https://storage.googleapis.com/national-water-model/nwm.{YYYYDDMM}/medium_range_mem3/nwm.t{HH}z.medium_range.channel_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.f{forward}.conus.nc"
81,medium_range_mem3,medium_range,land,conus,68,f,3,3,gcp,2.2,6/19/19,..,"https://storage.googleapis.com/national-water-model/nwm.{YYYYDDMM}/medium_range_mem3/nwm.t{HH}z.medium_range.land{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.f{forward}.conus.nc"
82,medium_range_mem3,medium_range,reservoir,conus,204,f,1,3,gcp,2.2,6/19/19,..,"https://storage.googleapis.com/national-water-model/nwm.{YYYYDDMM}/medium_range_mem3/nwm.t{HH}z.medium_range.reservoir{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.f{forward}.conus.nc"
83,medium_range_mem3,medium_range,terrain_rt,conus,68,f,3,3,gcp,2.2,6/19/19,..,"https://storage.googleapis.com/national-water-model/nwm.{YYYYDDMM}/medium_range_mem3/nwm.t{HH}z.medium_range.terrain_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.f{forward}.conus.nc"
84,medium_range_mem4,medium_range,channel_rt,conus,204,f,1,4,gcp,2.2,6/19/19,..,"https://storage.googleapis.com/national-water-model/nwm.{YYYYDDMM}/medium_range_mem4/nwm.t{HH}z.medium_range.channel_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.f{forward}.conus.nc"
85,medium_range_mem4,medium_range,land,conus,68,f,3,4,gcp,2.2,6/19/19,..,"https://storage.googleapis.com/national-water-model/nwm.{YYYYDDMM}/medium_range_mem4/nwm.t{HH}z.medium_range.land{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.f{forward}.conus.nc"
86,medium_range_mem4,medium_range,reservoir,conus,204,f,1,4,gcp,2.2,6/19/19,..,"https://storage.googleapis.com/national-water-model/nwm.{YYYYDDMM}/medium_range_mem4/nwm.t{HH}z.medium_range.reservoir{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.f{forward}.conus.nc"
87,medium_range_mem4,medium_range,terrain_rt,conus,68,f,3,4,gcp,2.2,6/19/19,..,"https://storage.googleapis.com/national-water-model/nwm.{YYYYDDMM}/medium_range_mem4/nwm.t{HH}z.medium_range.terrain_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.f{forward}.conus.nc"
88,medium_range_mem5,medium_range,channel_rt,conus,204,f,1,5,gcp,2.2,6/19/19,..,"https://storage.googleapis.com/national-water-model/nwm.{YYYYDDMM}/medium_range_mem5/nwm.t{HH}z.medium_range.channel_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.f{forward}.conus.nc"
89,medium_range_mem5,medium_range,land,conus,68,f,3,5,gcp,2.2,6/19/19,..,"https://storage.googleapis.com/national-water-model/nwm.{YYYYDDMM}/medium_range_mem5/nwm.t{HH}z.medium_range.land{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.f{forward}.conus.nc"
90,medium_range_mem5,medium_range,reservoir,conus,204,f,1,5,gcp,2.2,6/19/19,..,"https://storage.googleapis.com/national-water-model/nwm.{YYYYDDMM}/medium_range_mem5/nwm.t{HH}z.medium_range.reservoir{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.f{forward}.conus.nc"
91,medium_range_mem5,medium_range,terrain_rt,conus,68,f,3,5,gcp,2.2,6/19/19,..,"https://storage.googleapis.com/national-water-model/nwm.{YYYYDDMM}/medium_range_mem5/nwm.t{HH}z.medium_range.terrain_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.f{forward}.conus.nc"
92,medium_range_mem6,medium_range,channel_rt,conus,204,f,1,6,gcp,2.2,6/19/19,..,"https://storage.googleapis.com/national-water-model/nwm.{YYYYDDMM}/medium_range_mem6/nwm.t{HH}z.medium_range.channel_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.f{forward}.conus.nc"
93,medium_range_mem6,medium_range,land,conus,68,f,3,6,gcp,2.2,6/19/19,..,"https://storage.googleapis.com/national-water-model/nwm.{YYYYDDMM}/medium_range_mem6/nwm.t{HH}z.medium_range.land{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.f{forward}.conus.nc"
94,medium_range_mem6,medium_range,reservoir,conus,204,f,1,6,gcp,2.2,6/19/19,..,"https://storage.googleapis.com/national-water-model/nwm.{YYYYDDMM}/medium_range_mem6/nwm.t{HH}z.medium_range.reservoir{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.f{forward}.conus.nc"
95,medium_range_mem6,medium_range,terrain_rt,conus,68,f,3,6,gcp,2.2,6/19/19,..,"https://storage.googleapis.com/national-water-model/nwm.{YYYYDDMM}/medium_range_mem6/nwm.t{HH}z.medium_range.terrain_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.f{forward}.conus.nc"
96,medium_range_mem7,medium_range,channel_rt,conus,204,f,1,7,gcp,2.2,6/19/19,..,"https://storage.googleapis.com/national-water-model/nwm.{YYYYDDMM}/medium_range_mem7/nwm.t{HH}z.medium_range.channel_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.f{forward}.conus.nc"
97,medium_range_mem7,medium_range,land,conus,68,f,3,7,gcp,2.2,6/19/19,..,"https://storage.googleapis.com/national-water-model/nwm.{YYYYDDMM}/medium_range_mem7/nwm.t{HH}z.medium_range.land{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.f{forward}.conus.nc"
98,medium_range_mem7,medium_range,reservoir,conus,204,f,1,7,gcp,2.2,6/19/19,..,"https://storage.googleapis.com/national-water-model/nwm.{YYYYDDMM}/medium_range_mem7/nwm.t{HH}z.medium_range.reservoir{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.f{forward}.conus.nc"
99,medium_range_mem7,medium_range,terrain_rt,conus,68,f,3,7,gcp,2.2,6/19/19,..,"https://storage.googleapis.com/national-water-model/nwm.{YYYYDDMM}/medium_range_mem7/nwm.t{HH}z.medium_range.terrain_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.f{forward}.conus.nc"
100,medium_range_no_da,medium_range_no_da,channel_rt,conus,80,f,3,NA,gcp,2.2,6/19/19,..,"https://storage.googleapis.com/national-water-model/nwm.{YYYYDDMM}/medium_range_no_da/nwm.t{HH}z.medium_range_no_da.channel_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.f{forward}.conus.nc"
101,short_range,short_range,channel_rt,conus,18,f,1,NA,gcp,2.2,6/19/19,..,"https://storage.googleapis.com/national-water-model/nwm.{YYYYDDMM}/short_range/nwm.t{HH}z.short_range.channel_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.f{forward}.conus.nc"
102,short_range,short_range,land,conus,18,f,1,NA,gcp,2.2,6/19/19,..,"https://storage.googleapis.com/national-water-model/nwm.{YYYYDDMM}/short_range/nwm.t{HH}z.short_range.land{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.f{forward}.conus.nc"
103,short_range,short_range,reservoir,conus,18,f,1,NA,gcp,2.2,6/19/19,..,"https://storage.googleapis.com/national-water-model/nwm.{YYYYDDMM}/short_range/nwm.t{HH}z.short_range.reservoir{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.f{forward}.conus.nc"
104,short_range,short_range,terrain_rt,conus,18,f,1,NA,gcp,2.2,6/19/19,..,"https://storage.googleapis.com/national-water-model/nwm.{YYYYDDMM}/short_range/nwm.t{HH}z.short_range.terrain_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.f{forward}.conus.nc"
105,short_range_hawaii,short_range,channel_rt,hawaii,192,f,15,NA,gcp,2.2,6/19/19,..,"https://storage.googleapis.com/national-water-model/nwm.{YYYYDDMM}/short_range_hawaii/nwm.t{HH}z.short_range.channel_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.f{forward}.hawaii.nc"
106,short_range_hawaii,short_range,land,hawaii,48,f,100,NA,gcp,2.2,6/19/19,..,"https://storage.googleapis.com/national-water-model/nwm.{YYYYDDMM}/short_range_hawaii/nwm.t{HH}z.short_range.land{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.f{forward}.hawaii.nc"
107,short_range_hawaii,short_range,reservoir,hawaii,192,f,15,NA,gcp,2.2,6/19/19,..,"https://storage.googleapis.com/national-water-model/nwm.{YYYYDDMM}/short_range_hawaii/nwm.t{HH}z.short_range.reservoir{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.f{forward}.hawaii.nc"
108,short_range_hawaii,short_range,terrain_rt,hawaii,192,f,15,NA,gcp,2.2,6/19/19,..,"https://storage.googleapis.com/national-water-model/nwm.{YYYYDDMM}/short_range_hawaii/nwm.t{HH}z.short_range.terrain_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.f{forward}.hawaii.nc"
109,short_range_hawaii_no_da,short_range_no_da,channel_rt,hawaii,192,f,15,NA,gcp,2.2,6/19/19,..,"https://storage.googleapis.com/national-water-model/nwm.{YYYYDDMM}/short_range_hawaii_no_da/nwm.t{HH}z.short_range_no_da.channel_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.f{forward}.hawaii.nc"
110,short_range_puertorico,short_range,channel_rt,puertorico,48,f,1,NA,gcp,2.2,6/19/19,..,"https://storage.googleapis.com/national-water-model/nwm.{YYYYDDMM}/short_range_puertorico/nwm.t{HH}z.short_range.channel_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.f{forward}.puertorico.nc"
111,short_range_puertorico,short_range,land,puertorico,48,f,1,NA,gcp,2.2,6/19/19,..,"https://storage.googleapis.com/national-water-model/nwm.{YYYYDDMM}/short_range_puertorico/nwm.t{HH}z.short_range.land{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.f{forward}.puertorico.nc"
112,short_range_puertorico,short_range,reservoir,puertorico,48,f,1,NA,gcp,2.2,6/19/19,..,"https://storage.googleapis.com/national-water-model/nwm.{YYYYDDMM}/short_range_puertorico/nwm.t{HH}z.short_range.reservoir{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.f{forward}.puertorico.nc"
113,short_range_puertorico,short_range,terrain_rt,puertorico,48,f,1,NA,gcp,2.2,6/19/19,..,"https://storage.googleapis.com/national-water-model/nwm.{YYYYDDMM}/short_range_puertorico/nwm.t{HH}z.short_range.terrain_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.f{forward}.puertorico.nc"
114,short_range_puertorico_no_da,short_range_no_da,channel_rt,puertorico,48,f,1,NA,gcp,2.2,6/19/19,..,"https://storage.googleapis.com/national-water-model/nwm.{YYYYDDMM}/short_range_puertorico_no_da/nwm.t{HH}z.short_range_no_da.channel_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.f{forward}.puertorico.nc"
115,s3://noaa-nwm-retrospective-2-1-pds,model_output,CHRTOUT_DOMAIN1,conus,1,,1,NA,aws,2.1,2/1/79 1:00,12/31/20 23:00,"{gsub('s3', 'http', {bucket})}.s3.amazonaws.com/{config}/{YYYY}/{YYYYMMDDHHMM}.{output}.comp"
116,s3://noaa-nwm-retrospective-2-1-pds,model_output,GWOUT_DOMAIN1,conus,1,,1,NA,aws,2.1,2/1/79 1:00,12/31/20 23:00,"{gsub('s3', 'http', {bucket})}.s3.amazonaws.com/{config}/{YYYY}/{YYYYMMDDHHMM}.{output}.comp"
117,s3://noaa-nwm-retrospective-2-1-pds,model_output,LAKEOUT_DOMAIN1,conus,1,,1,NA,aws,2.1,2/1/79 1:00,12/31/20 23:00,"{gsub('s3', 'http', {bucket})}.s3.amazonaws.com/{config}/{YYYY}/{YYYYMMDDHHMM}.{output}.comp"
118,s3://noaa-nwm-retrospective-2-1-pds,model_output,LDASOUT_DOMAIN1,conus,1,,3,NA,aws,2.1,2/1/79 1:00,12/31/20 23:00,"{gsub('s3', 'http', {bucket})}.s3.amazonaws.com/{config}/{YYYY}/{YYYYMMDDHHMM}.{output}.comp"
119,s3://noaa-nwm-retrospective-2-1-pds,model_output,RTOUT_DOMAIN1,conus,1,,3,NA,aws,2.1,2/1/79 1:00,12/31/20 23:00,"{gsub('s3', 'http', {bucket})}.s3.amazonaws.com/{config}/{YYYY}/{YYYYMMDDHHMM}.{output}.comp"
120,s3://noaa-nwm-retrospective-2-1-pds,forcing,LDASIN_DOMAIN1,conus,1,,1,NA,aws,2.1,2/1/79 1:00,12/31/20 23:00,"{gsub('s3', 'http', {bucket})}.s3.amazonaws.com/{config}/{YYYY}/{YYYYMMDDHHMM}.{output}.comp"
121,s3://noaa-nwm-retro-v2.0-pds,full_physics,CHRTOUT_DOMAIN1,conus,1,,1,NA,aws,2,1/1/93,12/31/18 23:00,"{gsub('s3', 'http', {bucket})}.s3.amazonaws.com/{config}/{YYYY}/{YYYYMMDDHHMM}.{output}.comp"
122,s3://noaa-nwm-retro-v2.0-pds,full_physics,GWOUT_DOMAIN1,conus,1,,1,NA,aws,2,1/1/93,12/31/18 23:00,"{gsub('s3', 'http', {bucket})}.s3.amazonaws.com/{config}/{YYYY}/{YYYYMMDDHHMM}.{output}.comp"
123,s3://noaa-nwm-retro-v2.0-pds,full_physics,LAKEOUT_DOMAIN1,conus,1,,1,NA,aws,2,1/1/93,12/31/18 23:00,"{gsub('s3', 'http', {bucket})}.s3.amazonaws.com/{config}/{YYYY}/{YYYYMMDDHHMM}.{output}.comp"
124,s3://noaa-nwm-retro-v2.0-pds,full_physics,LDASOUT_DOMAIN1,conus,1,,3,NA,aws,2,1/1/93,12/31/18 23:00,"{gsub('s3', 'http', {bucket})}.s3.amazonaws.com/{config}/{YYYY}/{YYYYMMDDHHMM}.{output}.comp"
125,s3://noaa-nwm-retro-v2.0-pds,full_physics,RTOUT_DOMAIN1,conus,1,,3,NA,aws,2,1/1/93,12/31/18 23:00,"{gsub('s3', 'http', {bucket})}.s3.amazonaws.com/{config}/{YYYY}/{YYYYMMDDHHMM}.{output}.comp"
126,s3://noaa-nwm-retro-v2.0-pds,long_range,CHRTOUT_DOMAIN1,conus,1,,1,NA,aws,2,1/1/93,12/31/18 23:00,"{gsub('s3', 'http', {bucket})}.s3.amazonaws.com/{config}/{YYYY}/{YYYYMMDDHHMM}.{output}.comp"
127,s3://noaa-nwm-retro-v2.0-pds,long_range,GWOUT_DOMAIN1,conus,1,,1,NA,aws,2,1/1/93,12/31/18 23:00,"{gsub('s3', 'http', {bucket})}.s3.amazonaws.com/{config}/{YYYY}/{YYYYMMDDHHMM}.{output}.comp"
128,s3://noaa-nwm-retro-v2.0-pds,long_range,LAKEOUT_DOMAIN1,conus,1,,1,NA,aws,2,1/1/93,12/31/18 23:00,"{gsub('s3', 'http', {bucket})}.s3.amazonaws.com/{config}/{YYYY}/{YYYYMMDDHHMM}.{output}.comp"
129,s3://noaa-nwm-retro-v2.0-pds,long_range,LDASOUT_DOMAIN1,conus,1,,3,NA,aws,2,1/1/93,12/31/18 23:00,"{gsub('s3', 'http', {bucket})}.s3.amazonaws.com/{config}/{YYYY}/{YYYYMMDDHHMM}.{output}.comp"
130,s3://nwm-archive,NA,CHRTOUT_DOMAIN1,conus,1,,1,NA,aws,1.2,1/1/93,12/31/17 23:00,"{gsub('s3', 'http', {bucket})}.s3.amazonaws.com/{YYYY}/{YYYYMMDDHHMM}.{output}.comp"
131,s3://nwm-archive,NA,LAKEOUT_DOMAIN1,conus,1,,1,NA,aws,1.2,1/1/93,12/31/17 23:00,"{gsub('s3', 'http', {bucket})}.s3.amazonaws.com/{YYYY}/{YYYYMMDDHHMM}.{output}.comp"
132,s3://nwm-archive,NA,LDASOUT_DOMAIN1,conus,1,,3,NA,aws,1.2,1/1/93,12/31/17 23:00,"{gsub('s3', 'http', {bucket})}.s3.amazonaws.com/{YYYY}/{YYYYMMDDHHMM}.{output}.comp"
133,s3://nwm-archive,NA,RTOUT_DOMAIN1,conus,1,,3,NA,aws,1.2,1/1/93,12/31/17 23:00,"{gsub('s3', 'http', {bucket})}.s3.amazonaws.com/{YYYY}/{YYYYMMDDHHMM}.{output}.comp"
134,analysis_assim,analysis_assim,channel_rt,conus,72,,1,NA,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/analysis_assim/nwm.t{HH}z.analysis_assim.channel_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
135,analysis_assim,analysis_assim,land,conus,72,,1,NA,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/analysis_assim/nwm.t{HH}z.analysis_assim.land{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
136,analysis_assim,analysis_assim,reservoir,conus,72,,1,NA,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/analysis_assim/nwm.t{HH}z.analysis_assim.reservoir{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
137,analysis_assim,analysis_assim,terrain_rt,conus,72,,1,NA,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/analysis_assim/nwm.t{HH}z.analysis_assim.terrain_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
138,analysis_assim_extend,analysis_assim_extend,channel_rt,conus,28,,1,NA,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/analysis_assim_extend/nwm.t{HH}z.analysis_assim_extend.channel_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
139,analysis_assim_extend,analysis_assim_extend,land,conus,28,,1,NA,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/analysis_assim_extend/nwm.t{HH}z.analysis_assim_extend.land{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
140,analysis_assim_extend,analysis_assim_extend,reservoir,conus,28,,1,NA,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/analysis_assim_extend/nwm.t{HH}z.analysis_assim_extend.reservoir{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
141,analysis_assim_extend,analysis_assim_extend,terrain_rt,conus,28,,1,NA,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/analysis_assim_extend/nwm.t{HH}z.analysis_assim_extend.terrain_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
142,analysis_assim_extend_no_da,analysis_assim_extend_no_da,channel_rt,conus,28,,1,NA,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/analysis_assim_extend_no_da/nwm.t{HH}z.analysis_assim_extend_no_da.channel_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
143,analysis_assim_hawaii,analysis_assim,channel_rt,hawaii,288,,55,NA,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/analysis_assim/nwm.t{HH}z.analysis_assim.channel_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.hawaii.nc"
144,analysis_assim_hawaii,analysis_assim,land,hawaii,72,,100,NA,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/analysis_assim/nwm.t{HH}z.analysis_assim.land{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.hawaii.nc"
145,analysis_assim_hawaii,analysis_assim,reservoir,hawaii,288,,55,NA,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/analysis_assim/nwm.t{HH}z.analysis_assim.reservoir{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.hawaii.nc"
146,analysis_assim_hawaii,analysis_assim,terrain_rt,hawaii,288,,55,NA,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/analysis_assim/nwm.t{HH}z.analysis_assim.terrain_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.hawaii.nc"
147,analysis_assim_hawaii_no_da,analysis_assim_no_da,channel_rt,hawaii,288,,55,NA,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/analysis_assim_no_da/nwm.t{HH}z.analysis_assim_no_da.channel_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.hawaii.nc"
148,analysis_assim_long,analysis_assim_long,channel_rt,conus,48,,1,NA,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/analysis_assim_long/nwm.t{HH}z.analysis_assim_long.channel_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
149,analysis_assim_long,analysis_assim_long,land,conus,48,,1,NA,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/analysis_assim_long/nwm.t{HH}z.analysis_assim_long.land{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
150,analysis_assim_long,analysis_assim_long,reservoir,conus,48,,1,NA,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/analysis_assim_long/nwm.t{HH}z.analysis_assim_long.reservoir{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
151,analysis_assim_long_no_da,analysis_assim_long_no_da,channel_rt,conus,48,,1,NA,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/analysis_assim_long_no_da/nwm.t{HH}z.analysis_assim_long_no_da.channel_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
152,analysis_assim_no_da,analysis_assim_no_da,channel_rt,conus,72,,1,NA,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/analysis_assim_no_da/nwm.t{HH}z.analysis_assim_no_da.channel_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
153,analysis_assim_puertorico,analysis_assim,channel_rt,puertorico,72,,1,NA,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/analysis_assim/nwm.t{HH}z.analysis_assim.channel_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.puertorico.nc"
154,analysis_assim_puertorico,analysis_assim,land,puertorico,72,,1,NA,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/analysis_assim/nwm.t{HH}z.analysis_assim.land{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.puertorico.nc"
155,analysis_assim_puertorico,analysis_assim,reservoir,puertorico,72,,1,NA,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/analysis_assim/nwm.t{HH}z.analysis_assim.reservoir{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.puertorico.nc"
156,analysis_assim_puertorico,analysis_assim,terrain_rt,puertorico,72,,1,NA,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/analysis_assim/nwm.t{HH}z.analysis_assim.terrain_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.puertorico.nc"
157,analysis_assim_puertorico_no_da,analysis_assim_no_da,channel_rt,puertorico,72,,1,NA,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/analysis_assim_no_da/nwm.t{HH}z.analysis_assim_no_da.channel_rt{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.puertorico.nc"
158,forcing_analysis_assim,analysis_assim,forcing,conus,72,,1,NA,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/analysis_assim/nwm.t{HH}z.analysis_assim.forcing{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
159,forcing_analysis_assim_extend,analysis_assim_extend,forcing,conus,28,,1,NA,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/analysis_assim_extend/nwm.t{HH}z.analysis_assim_extend.forcing{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
160,forcing_analysis_assim_hawaii,analysis_assim,forcing,hawaii,72,,1,NA,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/analysis_assim/nwm.t{HH}z.analysis_assim.forcing{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.hawaii.nc"
161,forcing_analysis_assim_puertorico,analysis_assim,forcing,puertorico,72,,1,NA,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/analysis_assim/nwm.t{HH}z.analysis_assim.forcing{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.puertorico.nc"
162,forcing_medium_range,medium_range,forcing,conus,960,,1,NA,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/medium_range/nwm.t{HH}z.medium_range.forcing{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
163,forcing_short_range,short_range,forcing,conus,432,,1,NA,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/short_range/nwm.t{HH}z.short_range.forcing{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.conus.nc"
164,forcing_short_range_hawaii,short_range,forcing,hawaii,96,,1,NA,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/short_range/nwm.t{HH}z.short_range.forcing{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.hawaii.nc"
165,forcing_short_range_puertorico,short_range,forcing,puertorico,96,,1,NA,nomads,prod,..,..,"http://nomads.ncep.noaa.gov/pub/data/nccf/com/nwm/prod/nwm.{YYYYDDMM}/short_range/nwm.t{HH}z.short_range.forcing{ifelse(!is.na(ensemble), paste0(""_"", ensemble), """")}.{foward}.puertorico.nc"
